solar_gains
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.038159134153726043
0.34768905501460062
0.95937323452955781
1.9269106720101683
4.1775901516511533
3.6934981655574548
4.2616983887388367
4.7738853998526265
1.0567903018513405
0.19973217169982088
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.97095520760594267
5.9265341554468698
6.6152214595589314
12.414339344407228
8.0071261972272438
9.6399181902767701
10.39918405716794
5.8050567974185867
1.7664976208083205
0.22587928141128902
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.091381420428942484
0.81248856598612118
2.3908412390786227
4.3036118527599472
4.8874914182053359
4.533809876931266
3.5313765903735002
2.030979575656445
0.92050565656919148
0.15462216257258435
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.59309982111227655
5.1612729601912921
13.630331844644173
20.333771549561312
19.863322809996315
17.306729059474979
12.711624360250596
6.5710249916365679
1.8835963134442641
0.2537675897520662
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.70183351031403096
5.8633596150825893
14.028289344739823
20.40891293190942
19.913936131196994
17.346080807400003
12.737147361283823
6.5847409861761923
1.9588048316716966
0.27003841037308135
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.9125805342935378
5.2016868374669336
3.0276852410903898
4.5889821739236378
7.3861960483626197
13.485036201034294
10.709936254293472
5.9515491911077554
1.8632928859986875
0.26554897925552573
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.097062613080536833
0.87351956599480152
4.9854557370611152
15.586816310281428
16.724038843300999
12.888310601288149
4.58211631975934
2.141041537129631
0.97536601175798376
0.20160086976632796
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.99142106976930189
6.2520304152547803
3.206311776006181
4.4639387485621889
4.4088388211021377
2.1051589232998427
1.840953629900262
2.0064547287132464
0.99817854983226828
0.20398546645306065
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3630703936070514
3.741668243634622
11.252518963337524
15.884982717887251
16.569229584079007
15.571986848132068
10.499372379905109
6.349620024179397
1.9209641547121974
0.31959199442100544
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0145405152916456
7.6889457864414634
12.616002444931961
11.029095729846834
